customer_id,sum_Profit,Min_Recency,count_product_id,R_score,F_score,M_score,RFM_Score,Customer Title
898,179.44,205 days 00:00:00.000000000,1,1,1,0,110,Bronze
899,1274.48,49 days 00:00:00.000000000,6,2,3,0,230,Silver
900,780.7,12 days 00:00:00.000000000,4,4,1,0,410,Gold
902,6003.05,14 days 00:00:00.000000000,9,4,4,4,444,Platinum
904,1496.79,37 days 00:00:00.000000000,4,3,1,0,310,Silver
905,3553.2799999999997,105 days 00:00:00.000000000,8,1,4,3,143,Bronze
906,4473.87,16 days 00:00:00.000000000,9,4,4,4,444,Platinum
907,1370.3700000000001,26 days 00:00:00.000000000,7,3,3,0,330,Gold
909,5289.219999999999,189 days 00:00:00.000000000,5,1,2,4,124,Bronze
910,1346.38,272 days 00:00:00.000000000,2,1,1,0,110,Bronze
911,633.3499999999999,56 days 00:00:00.000000000,5,2,2,0,220,Silver
912,4164.21,40 days 00:00:00.000000000,7,3,3,4,334,Gold
914,2530.93,106 days 00:00:00.000000000,5,1,2,2,122,Bronze
915,1260.1299999999999,28 days 00:00:00.000000000,5,3,2,0,320,Gold
916,3465.0700000000006,36 days 00:00:00.000000000,4,3,1,3,313,Gold
917,5392.8899999999985,35 days 00:00:00.000000000,8,3,4,4,344,Gold
918,4066.2400000000002,16 days 00:00:00.000000000,5,4,2,3,423,Platinum
919,4458.889999999999,80 days 00:00:00.000000000,9,2,4,4,244,Silver
920,4144.19,90 days 00:00:00.000000000,6,1,3,4,134,Bronze
921,6285.75,44 days 00:00:00.000000000,7,3,3,4,334,Gold
922,41.129999999999995,188 days 00:00:00.000000000,1,1,1,0,110,Bronze
923,3337.16,32 days 00:00:00.000000000,7,3,3,3,333,Gold
924,3479.5099999999998,109 days 00:00:00.000000000,8,1,4,3,143,Bronze
925,4371.16,12 days 00:00:00.000000000,9,4,4,4,444,Platinum
926,1414.17,12 days 00:00:00.000000000,6,4,3,0,430,Platinum
927,1982.12,295 days 00:00:00.000000000,3,1,1,2,112,Bronze
928,2798.7200000000003,11 days 00:00:00.000000000,8,4,4,2,442,Platinum
929,2540.3499999999995,56 days 00:00:00.000000000,5,2,2,2,222,Silver
930,150.89,147 days 00:00:00.000000000,2,1,1,0,110,Bronze
931,2890.0599999999995,70 days 00:00:00.000000000,5,2,2,3,223,Silver
932,2121.73,3 days 00:00:00.000000000,6,4,3,2,432,Platinum
933,2817.63,0 days 00:00:00.000000000,5,4,2,3,423,Platinum
934,4689.759999999999,0 days 00:00:00.000000000,7,4,3,4,434,Platinum
935,5502.110000000001,53 days 00:00:00.000000000,7,2,3,4,234,Silver
936,8661.630000000001,32 days 00:00:00.000000000,11,3,4,4,344,Gold
937,2680.15,15 days 00:00:00.000000000,5,4,2,2,422,Platinum
938,4819.03,61 days 00:00:00.000000000,9,2,4,4,244,Silver
939,1818.27,31 days 00:00:00.000000000,4,3,1,2,312,Gold
940,3256.1400000000003,52 days 00:00:00.000000000,5,2,2,3,223,Silver
941,11668.95,33 days 00:00:00.000000000,10,3,4,4,344,Gold
942,1859.17,213 days 00:00:00.000000000,2,1,1,2,112,Bronze
943,5300.950000000001,112 days 00:00:00.000000000,6,1,3,4,134,Bronze
945,3812.2699999999995,14 days 00:00:00.000000000,7,4,3,3,433,Platinum
946,6305.599999999999,2 days 00:00:00.000000000,8,4,4,4,444,Platinum
947,2981.5200000000004,80 days 00:00:00.000000000,5,2,2,3,223,Silver
948,1422.85,100 days 00:00:00.000000000,3,1,1,0,110,Bronze
949,3644.49,88 days 00:00:00.000000000,6,2,3,3,233,Silver
951,1740.6100000000001,6 days 00:00:00.000000000,6,4,3,0,430,Platinum
952,3569.98,46 days 00:00:00.000000000,5,2,2,3,223,Silver
954,3624.0,113 days 00:00:00.000000000,4,1,1,3,113,Bronze
955,1429.3600000000001,13 days 00:00:00.000000000,7,4,3,0,430,Platinum
956,936.9799999999998,173 days 00:00:00.000000000,3,1,1,0,110,Bronze
957,2632.09,38 days 00:00:00.000000000,5,3,2,2,322,Gold
958,2183.7099999999996,34 days 00:00:00.000000000,6,3,3,2,332,Gold
959,2178.4399999999996,76 days 00:00:00.000000000,6,2,3,2,232,Silver
960,3516.3700000000003,78 days 00:00:00.000000000,4,2,1,3,213,Silver
961,1035.3100000000002,64 days 00:00:00.000000000,3,2,1,0,210,Bronze
962,2344.0,2 days 00:00:00.000000000,7,4,3,2,432,Platinum
963,4779.13,60 days 00:00:00.000000000,12,2,4,4,244,Silver
964,2018.6,1 days 00:00:00.000000000,5,4,2,2,422,Platinum
965,3867.74,60 days 00:00:00.000000000,4,2,1,3,213,Silver
966,527.74,13 days 00:00:00.000000000,4,4,1,0,410,Gold
967,3798.3500000000004,66 days 00:00:00.000000000,4,2,1,3,213,Silver
968,4223.16,35 days 00:00:00.000000000,6,3,3,4,334,Gold
969,2793.05,17 days 00:00:00.000000000,5,4,2,2,422,Platinum
970,2840.8100000000004,33 days 00:00:00.000000000,5,3,2,3,323,Gold
971,4015.7799999999997,48 days 00:00:00.000000000,5,2,2,3,223,Silver
972,2158.9999999999995,175 days 00:00:00.000000000,2,1,1,2,112,Bronze
973,6639.849999999999,8 days 00:00:00.000000000,8,4,4,4,444,Platinum
974,3250.13,6 days 00:00:00.000000000,6,4,3,3,433,Platinum
976,3830.68,170 days 00:00:00.000000000,6,1,3,3,133,Bronze
977,2449.15,41 days 00:00:00.000000000,5,3,2,2,322,Gold
978,2890.84,192 days 00:00:00.000000000,5,1,2,3,123,Bronze
979,3756.9100000000008,5 days 00:00:00.000000000,5,4,2,3,423,Platinum
980,2640.55,177 days 00:00:00.000000000,4,1,1,2,112,Bronze
982,943.93,55 days 00:00:00.000000000,6,2,3,0,230,Silver
984,2294.4299999999994,56 days 00:00:00.000000000,8,2,4,2,242,Silver
985,1690.91,14 days 00:00:00.000000000,4,4,1,0,410,Gold
986,4272.969999999999,75 days 00:00:00.000000000,8,2,4,4,244,Silver
987,5180.259999999999,22 days 00:00:00.000000000,8,3,4,4,344,Gold
988,243.94,112 days 00:00:00.000000000,2,1,1,0,110,Bronze
989,3380.3399999999997,25 days 00:00:00.000000000,4,3,1,3,313,Gold
990,2353.49,11 days 00:00:00.000000000,7,4,3,2,432,Platinum
991,2655.6000000000004,147 days 00:00:00.000000000,6,1,3,2,132,Bronze
993,2738.89,0 days 00:00:00.000000000,9,4,4,2,442,Platinum
994,2069.64,42 days 00:00:00.000000000,5,3,2,2,322,Gold
995,6764.669999999999,11 days 00:00:00.000000000,7,4,3,4,434,Platinum
997,2923.2899999999995,59 days 00:00:00.000000000,7,2,3,3,233,Silver
998,585.45,321 days 00:00:00.000000000,2,1,1,0,110,Bronze
999,8413.66,76 days 00:00:00.000000000,9,2,4,4,244,Silver
1000,5383.48,0 days 00:00:00.000000000,9,4,4,4,444,Platinum
1001,2884.19,42 days 00:00:00.000000000,7,3,3,3,333,Gold
1002,2254.5600000000004,155 days 00:00:00.000000000,4,1,1,2,112,Bronze
1003,5300.38,47 days 00:00:00.000000000,9,2,4,4,244,Silver
1004,3600.94,203 days 00:00:00.000000000,6,1,3,3,133,Bronze
1005,4365.25,159 days 00:00:00.000000000,5,1,2,4,124,Bronze
1006,4687.530000000001,37 days 00:00:00.000000000,8,3,4,4,344,Gold
1008,2523.5299999999997,17 days 00:00:00.000000000,4,4,1,2,412,Platinum
1009,2370.7799999999997,54 days 00:00:00.000000000,4,2,1,2,212,Silver
1010,386.36,126 days 00:00:00.000000000,3,1,1,0,110,Bronze
1011,1399.44,242 days 00:00:00.000000000,3,1,1,0,110,Bronze
1012,2704.39,9 days 00:00:00.000000000,4,4,1,2,412,Platinum
1013,2463.7900000000004,95 days 00:00:00.000000000,6,1,3,2,132,Bronze
1014,3933.7900000000004,4 days 00:00:00.000000000,7,4,3,3,433,Platinum
1015,2136.87,26 days 00:00:00.000000000,6,3,3,2,332,Gold
1016,1087.02,66 days 00:00:00.000000000,6,2,3,0,230,Silver
1017,2858.89,226 days 00:00:00.000000000,3,1,1,3,113,Bronze
1018,2497.8,26 days 00:00:00.000000000,5,3,2,2,322,Gold
1019,2842.9,42 days 00:00:00.000000000,5,3,2,3,323,Gold
1021,5048.259999999999,28 days 00:00:00.000000000,8,3,4,4,344,Gold
1022,6444.49,83 days 00:00:00.000000000,5,2,2,4,224,Silver
1024,4560.5599999999995,34 days 00:00:00.000000000,8,3,4,4,344,Gold
1025,1800.12,60 days 00:00:00.000000000,8,2,4,0,240,Silver
1027,1449.44,24 days 00:00:00.000000000,6,3,3,0,330,Gold
1028,7562.6799999999985,8 days 00:00:00.000000000,7,4,3,4,434,Platinum
1029,3660.0600000000004,30 days 00:00:00.000000000,6,3,3,3,333,Gold
1030,4698.6,39 days 00:00:00.000000000,8,3,4,4,344,Gold
1031,1463.8799999999999,46 days 00:00:00.000000000,3,2,1,0,210,Bronze
1032,3191.1200000000003,30 days 00:00:00.000000000,8,3,4,3,343,Gold
1035,485.46000000000015,13 days 00:00:00.000000000,3,4,1,0,410,Gold
1036,3787.0,162 days 00:00:00.000000000,5,1,2,3,123,Bronze
1037,2368.44,73 days 00:00:00.000000000,8,2,4,2,242,Silver
1040,1768.4300000000003,161 days 00:00:00.000000000,4,1,1,0,110,Bronze
1042,2771.37,35 days 00:00:00.000000000,3,3,1,2,312,Gold
1043,6933.550000000001,154 days 00:00:00.000000000,8,1,4,4,144,Bronze
1046,1985.1000000000004,52 days 00:00:00.000000000,5,2,2,2,222,Silver
1047,2026.5400000000002,57 days 00:00:00.000000000,7,2,3,2,232,Silver
1048,2830.9399999999996,133 days 00:00:00.000000000,7,1,3,3,133,Bronze
1049,4486.320000000001,32 days 00:00:00.000000000,10,3,4,4,344,Gold
1050,2535.63,26 days 00:00:00.000000000,6,3,3,2,332,Gold
1051,1294.6899999999998,179 days 00:00:00.000000000,5,1,2,0,120,Bronze
1052,3260.32,0 days 00:00:00.000000000,6,4,3,3,433,Platinum
1054,3406.16,5 days 00:00:00.000000000,8,4,4,3,443,Platinum
1055,343.24,206 days 00:00:00.000000000,2,1,1,0,110,Bronze
1056,3954.4200000000005,24 days 00:00:00.000000000,7,3,3,3,333,Gold
1057,2488.8,112 days 00:00:00.000000000,3,1,1,2,112,Bronze
1058,759.5700000000002,116 days 00:00:00.000000000,3,1,1,0,110,Bronze
1059,1618.8300000000002,22 days 00:00:00.000000000,2,3,1,0,310,Silver
1060,2475.2799999999997,187 days 00:00:00.000000000,6,1,3,2,132,Bronze
1061,1137.94,24 days 00:00:00.000000000,6,3,3,0,330,Gold
1062,4450.85,2 days 00:00:00.000000000,6,4,3,4,434,Platinum
1063,3112.6900000000005,46 days 00:00:00.000000000,6,2,3,3,233,Silver
1064,1398.3999999999999,139 days 00:00:00.000000000,3,1,1,0,110,Bronze
1065,2753.32,79 days 00:00:00.000000000,6,2,3,2,232,Silver
1066,1396.98,166 days 00:00:00.000000000,3,1,1,0,110,Bronze
1067,741.97,232 days 00:00:00.000000000,2,1,1,0,110,Bronze
1069,1982.69,204 days 00:00:00.000000000,5,1,2,2,122,Bronze
1070,3559.49,0 days 00:00:00.000000000,4,4,1,3,413,Platinum
1072,2102.32,46 days 00:00:00.000000000,3,2,1,2,212,Silver
1073,2723.9900000000002,17 days 00:00:00.000000000,6,4,3,2,432,Platinum
1074,4053.68,16 days 00:00:00.000000000,8,4,4,3,443,Platinum
1075,2242.12,67 days 00:00:00.000000000,6,2,3,2,232,Silver
1076,8104.540000000001,9 days 00:00:00.000000000,12,4,4,4,444,Platinum
1078,899.97,18 days 00:00:00.000000000,5,4,2,0,420,Platinum
1079,2306.99,17 days 00:00:00.000000000,4,4,1,2,412,Platinum
1080,1857.62,47 days 00:00:00.000000000,3,2,1,2,212,Silver
1081,3227.8900000000003,11 days 00:00:00.000000000,5,4,2,3,423,Platinum
1083,880.99,266 days 00:00:00.000000000,2,1,1,0,110,Bronze
1084,6580.56,4 days 00:00:00.000000000,11,4,4,4,444,Platinum
1085,1081.65,64 days 00:00:00.000000000,4,2,1,0,210,Bronze
1086,4705.65,13 days 00:00:00.000000000,9,4,4,4,444,Platinum
1087,1521.5700000000002,14 days 00:00:00.000000000,3,4,1,0,410,Gold
1088,3595.32,13 days 00:00:00.000000000,6,4,3,3,433,Platinum
1089,2349.29,151 days 00:00:00.000000000,7,1,3,2,132,Bronze
1090,1529.0100000000002,71 days 00:00:00.000000000,7,2,3,0,230,Silver
1092,1245.27,202 days 00:00:00.000000000,5,1,2,0,120,Bronze
1093,7159.69,99 days 00:00:00.000000000,9,1,4,4,144,Bronze
1094,3632.2999999999997,43 days 00:00:00.000000000,7,3,3,3,333,Gold
1095,4498.34,14 days 00:00:00.000000000,4,4,1,4,414,Platinum
1096,2086.85,55 days 00:00:00.000000000,5,2,2,2,222,Silver
1097,666.7899999999997,188 days 00:00:00.000000000,3,1,1,0,110,Bronze
1098,3879.1399999999994,8 days 00:00:00.000000000,8,4,4,3,443,Platinum
1099,183.1999999999999,110 days 00:00:00.000000000,2,1,1,0,110,Bronze
1100,1051.23,45 days 00:00:00.000000000,3,3,1,0,310,Silver
1101,4267.42,113 days 00:00:00.000000000,5,1,2,4,124,Bronze
1102,5025.44,21 days 00:00:00.000000000,8,3,4,4,344,Gold
1103,7367.880000000001,32 days 00:00:00.000000000,12,3,4,4,344,Gold
1104,2568.9700000000003,11 days 00:00:00.000000000,7,4,3,2,432,Platinum
1105,2712.5699999999997,16 days 00:00:00.000000000,2,4,1,2,412,Platinum
1106,5691.610000000001,24 days 00:00:00.000000000,9,3,4,4,344,Gold
1107,1843.57,48 days 00:00:00.000000000,5,2,2,2,222,Silver
1108,1338.61,12 days 00:00:00.000000000,4,4,1,0,410,Gold
1109,683.2,208 days 00:00:00.000000000,3,1,1,0,110,Bronze
1110,4574.099999999999,17 days 00:00:00.000000000,6,4,3,4,434,Platinum
1111,2561.1499999999996,20 days 00:00:00.000000000,7,3,3,2,332,Gold
1113,6072.4800000000005,26 days 00:00:00.000000000,9,3,4,4,344,Gold
1114,1774.12,64 days 00:00:00.000000000,4,2,1,0,210,Bronze
1115,4631.23,2 days 00:00:00.000000000,9,4,4,4,444,Platinum
1116,4053.92,7 days 00:00:00.000000000,3,4,1,3,413,Platinum
1117,3427.64,136 days 00:00:00.000000000,10,1,4,3,143,Bronze
1118,1858.9699999999998,38 days 00:00:00.000000000,4,3,1,2,312,Gold
1120,912.9400000000003,1 days 00:00:00.000000000,5,4,2,0,420,Platinum
1121,327.07000000000016,7 days 00:00:00.000000000,2,4,1,0,410,Gold
1124,2742.04,44 days 00:00:00.000000000,3,3,1,2,312,Gold
1125,2839.93,29 days 00:00:00.000000000,5,3,2,3,323,Gold
1126,2135.37,19 days 00:00:00.000000000,4,3,1,2,312,Gold
1127,2285.05,136 days 00:00:00.000000000,4,1,1,2,112,Bronze
1128,3388.35,26 days 00:00:00.000000000,5,3,2,3,323,Gold
1129,6790.69,26 days 00:00:00.000000000,13,3,4,4,344,Gold
1130,3784.98,117 days 00:00:00.000000000,5,1,2,3,123,Bronze
1131,4703.330000000001,53 days 00:00:00.000000000,7,2,3,4,234,Silver
1132,3203.16,44 days 00:00:00.000000000,8,3,4,3,343,Gold
1134,1733.7900000000002,3 days 00:00:00.000000000,7,4,3,0,430,Platinum
1135,1758.9800000000002,164 days 00:00:00.000000000,3,1,1,0,110,Bronze
1136,3394.0999999999995,35 days 00:00:00.000000000,5,3,2,3,323,Gold
1137,4837.19,5 days 00:00:00.000000000,9,4,4,4,444,Platinum
1138,5174.44,124 days 00:00:00.000000000,6,1,3,4,134,Bronze
1139,1434.57,69 days 00:00:00.000000000,4,2,1,0,210,Bronze
1140,6541.05,6 days 00:00:00.000000000,11,4,4,4,444,Platinum
1142,1841.73,38 days 00:00:00.000000000,4,3,1,2,312,Gold
1143,3277.7700000000004,4 days 00:00:00.000000000,5,4,2,3,423,Platinum
1144,5961.250000000001,17 days 00:00:00.000000000,7,4,3,4,434,Platinum
1146,1294.4,73 days 00:00:00.000000000,2,2,1,0,210,Bronze
1147,4173.67,165 days 00:00:00.000000000,6,1,3,4,134,Bronze
1148,1689.7500000000002,8 days 00:00:00.000000000,3,4,1,0,410,Gold
1149,2393.31,188 days 00:00:00.000000000,4,1,1,2,112,Bronze
1150,6308.280000000001,103 days 00:00:00.000000000,5,1,2,4,124,Bronze
1151,3449.3100000000004,75 days 00:00:00.000000000,5,2,2,3,223,Silver
1152,4516.14,24 days 00:00:00.000000000,8,3,4,4,344,Gold
1153,2501.78,17 days 00:00:00.000000000,5,4,2,2,422,Platinum
1154,958.31,131 days 00:00:00.000000000,6,1,3,0,130,Bronze
1155,2332.4500000000003,29 days 00:00:00.000000000,7,3,3,2,332,Gold
1156,2559.66,40 days 00:00:00.000000000,4,3,1,2,312,Gold
1157,5037.46,85 days 00:00:00.000000000,7,2,3,4,234,Silver
1158,4888.969999999999,2 days 00:00:00.000000000,7,4,3,4,434,Platinum
1159,2352.2800000000007,6 days 00:00:00.000000000,4,4,1,2,412,Platinum
1160,684.5199999999999,163 days 00:00:00.000000000,3,1,1,0,110,Bronze
1161,2669.74,12 days 00:00:00.000000000,4,4,1,2,412,Platinum
1162,1675.3100000000002,136 days 00:00:00.000000000,4,1,1,0,110,Bronze
1163,1775.0100000000002,48 days 00:00:00.000000000,5,2,2,0,220,Silver
1164,346.88999999999993,153 days 00:00:00.000000000,3,1,1,0,110,Bronze
1165,3286.3500000000004,10 days 00:00:00.000000000,9,4,4,3,443,Platinum
1166,2539.71,14 days 00:00:00.000000000,6,4,3,2,432,Platinum
1167,2641.93,10 days 00:00:00.000000000,4,4,1,2,412,Platinum
1168,6128.860000000001,59 days 00:00:00.000000000,7,2,3,4,234,Silver
1169,4318.200000000001,62 days 00:00:00.000000000,7,2,3,4,234,Silver
1170,3351.7,86 days 00:00:00.000000000,5,2,2,3,223,Silver
1171,3879.3199999999997,34 days 00:00:00.000000000,9,3,4,3,343,Gold
1172,3329.4700000000003,44 days 00:00:00.000000000,5,3,2,3,323,Gold
1173,348.6199999999999,108 days 00:00:00.000000000,3,1,1,0,110,Bronze
1175,1153.84,218 days 00:00:00.000000000,2,1,1,0,110,Bronze
1176,842.1499999999997,77 days 00:00:00.000000000,4,2,1,0,210,Bronze
1177,2447.05,87 days 00:00:00.000000000,8,2,4,2,242,Silver
1178,5167.2300000000005,44 days 00:00:00.000000000,8,3,4,4,344,Gold
1179,5068.4400000000005,7 days 00:00:00.000000000,4,4,1,4,414,Platinum
1180,2305.1099999999997,59 days 00:00:00.000000000,4,2,1,2,212,Silver
1181,4513.0599999999995,44 days 00:00:00.000000000,10,3,4,4,344,Gold
1182,3597.45,5 days 00:00:00.000000000,6,4,3,3,433,Platinum
1183,4140.91,153 days 00:00:00.000000000,5,1,2,4,124,Bronze
1184,4314.89,5 days 00:00:00.000000000,6,4,3,4,434,Platinum
1185,773.8100000000002,9 days 00:00:00.000000000,3,4,1,0,410,Gold
1186,2437.23,33 days 00:00:00.000000000,6,3,3,2,332,Gold
1188,2299.82,18 days 00:00:00.000000000,2,4,1,2,412,Platinum
1189,1472.66,47 days 00:00:00.000000000,4,2,1,0,210,Bronze
1190,2008.23,6 days 00:00:00.000000000,6,4,3,2,432,Platinum
1191,1339.27,43 days 00:00:00.000000000,8,3,4,0,340,Gold
1192,1397.3799999999999,79 days 00:00:00.000000000,5,2,2,0,220,Silver
1193,962.2199999999998,36 days 00:00:00.000000000,4,3,1,0,310,Silver
1194,4148.57,28 days 00:00:00.000000000,8,3,4,4,344,Gold
1195,3463.8100000000004,19 days 00:00:00.000000000,5,3,2,3,323,Gold
1196,1455.3799999999999,18 days 00:00:00.000000000,6,4,3,0,430,Platinum
1197,1559.1300000000006,7 days 00:00:00.000000000,4,4,1,0,410,Gold
1198,2323.92,68 days 00:00:00.000000000,6,2,3,2,232,Silver
1199,2037.3199999999997,43 days 00:00:00.000000000,8,3,4,2,342,Gold
1200,2844.8999999999996,79 days 00:00:00.000000000,8,2,4,3,243,Silver
1202,412.8499999999999,85 days 00:00:00.000000000,2,2,1,0,210,Bronze
1203,830.2399999999999,7 days 00:00:00.000000000,1,4,1,0,410,Gold
1204,110.56,200 days 00:00:00.000000000,1,1,1,0,110,Bronze
1205,4962.0199999999995,22 days 00:00:00.000000000,7,3,3,4,334,Gold
1206,889.72,83 days 00:00:00.000000000,2,2,1,0,210,Bronze
1207,1108.1999999999998,13 days 00:00:00.000000000,6,4,3,0,430,Platinum
1208,3238.37,77 days 00:00:00.000000000,5,2,2,3,223,Silver
1209,1809.69,131 days 00:00:00.000000000,2,1,1,2,112,Bronze
1211,1495.94,234 days 00:00:00.000000000,4,1,1,0,110,Bronze
1212,2331.63,71 days 00:00:00.000000000,3,2,1,2,212,Silver
1213,5490.289999999999,69 days 00:00:00.000000000,7,2,3,4,234,Silver
1214,3652.09,23 days 00:00:00.000000000,4,3,1,3,313,Gold
1215,3118.9800000000005,77 days 00:00:00.000000000,8,2,4,3,243,Silver
1216,2156.7200000000003,7 days 00:00:00.000000000,4,4,1,2,412,Platinum
1217,3270.61,10 days 00:00:00.000000000,7,4,3,3,433,Platinum
1220,2476.27,66 days 00:00:00.000000000,5,2,2,2,222,Silver
1221,1500.4900000000002,9 days 00:00:00.000000000,7,4,3,0,430,Platinum
1222,667.99,51 days 00:00:00.000000000,3,2,1,0,210,Bronze
1223,1544.81,34 days 00:00:00.000000000,7,3,3,0,330,Gold
1224,4250.74,47 days 00:00:00.000000000,7,2,3,4,234,Silver
1225,2078.59,58 days 00:00:00.000000000,4,2,1,2,212,Silver
1226,937.4400000000005,24 days 00:00:00.000000000,5,3,2,0,320,Gold
1227,4101.86,61 days 00:00:00.000000000,12,2,4,3,243,Silver
1228,922.34,132 days 00:00:00.000000000,4,1,1,0,110,Bronze
1229,3005.63,19 days 00:00:00.000000000,9,3,4,3,343,Gold
1231,1718.6100000000001,175 days 00:00:00.000000000,2,1,1,0,110,Bronze
1232,5011.9,4 days 00:00:00.000000000,9,4,4,4,444,Platinum
1234,2048.65,85 days 00:00:00.000000000,7,2,3,2,232,Silver
1235,3476.16,81 days 00:00:00.000000000,3,2,1,3,213,Silver
1236,3588.5600000000004,41 days 00:00:00.000000000,5,3,2,3,323,Gold
1237,5731.249999999999,23 days 00:00:00.000000000,10,3,4,4,344,Gold
1238,297.5799999999998,101 days 00:00:00.000000000,4,1,1,0,110,Bronze
1240,3015.0499999999997,5 days 00:00:00.000000000,4,4,1,3,413,Platinum
1241,1844.56,75 days 00:00:00.000000000,7,2,3,2,232,Silver
1242,1085.7400000000002,17 days 00:00:00.000000000,2,4,1,0,410,Gold
1243,5127.430000000001,70 days 00:00:00.000000000,10,2,4,4,244,Silver
1245,2596.23,71 days 00:00:00.000000000,7,2,3,2,232,Silver
1247,2848.94,90 days 00:00:00.000000000,4,1,1,3,113,Bronze
1248,182.81000000000017,67 days 00:00:00.000000000,1,2,1,0,210,Bronze
1250,6093.26,35 days 00:00:00.000000000,10,3,4,4,344,Gold
1251,1481.0700000000002,61 days 00:00:00.000000000,4,2,1,0,210,Bronze
1252,4548.31,9 days 00:00:00.000000000,7,4,3,4,434,Platinum
1253,1948.45,4 days 00:00:00.000000000,4,4,1,2,412,Platinum
1254,3436.5000000000005,37 days 00:00:00.000000000,7,3,3,3,333,Gold
1256,2068.61,81 days 00:00:00.000000000,6,2,3,2,232,Silver
1257,1791.15,256 days 00:00:00.000000000,3,1,1,0,110,Bronze
1258,5441.219999999999,52 days 00:00:00.000000000,8,2,4,4,244,Silver
1259,3342.13,41 days 00:00:00.000000000,7,3,3,3,333,Gold
1260,2195.2400000000002,66 days 00:00:00.000000000,5,2,2,2,222,Silver
1261,1584.5,48 days 00:00:00.000000000,6,2,3,0,230,Silver
1262,1355.3799999999997,43 days 00:00:00.000000000,3,3,1,0,310,Silver
1263,2951.0199999999995,42 days 00:00:00.000000000,6,3,3,3,333,Gold
1265,1195.6099999999997,7 days 00:00:00.000000000,4,4,1,0,410,Gold
1266,3405.0999999999995,257 days 00:00:00.000000000,2,1,1,3,113,Bronze
1267,2557.49,141 days 00:00:00.000000000,4,1,1,2,112,Bronze
1269,935.0600000000001,211 days 00:00:00.000000000,3,1,1,0,110,Bronze
1270,2113.0800000000004,205 days 00:00:00.000000000,4,1,1,2,112,Bronze
1271,950.1199999999999,187 days 00:00:00.000000000,2,1,1,0,110,Bronze
1273,1551.7500000000002,23 days 00:00:00.000000000,3,3,1,0,310,Silver
1274,3532.37,14 days 00:00:00.000000000,9,4,4,3,443,Platinum
1275,1540.08,149 days 00:00:00.000000000,6,1,3,0,130,Bronze
1276,969.91,100 days 00:00:00.000000000,2,1,1,0,110,Bronze
1277,1197.91,55 days 00:00:00.000000000,3,2,1,0,210,Bronze
1278,721.51,64 days 00:00:00.000000000,4,2,1,0,210,Bronze
1279,2422.29,52 days 00:00:00.000000000,6,2,3,2,232,Silver
1280,2799.4199999999996,106 days 00:00:00.000000000,4,1,1,2,112,Bronze
1281,1186.6099999999997,87 days 00:00:00.000000000,3,2,1,0,210,Bronze
1282,5521.41,38 days 00:00:00.000000000,8,3,4,4,344,Gold
1283,1012.1,93 days 00:00:00.000000000,2,1,1,0,110,Bronze
1284,106.49999999999999,78 days 00:00:00.000000000,3,2,1,0,210,Bronze
1285,5553.400000000001,118 days 00:00:00.000000000,7,1,3,4,134,Bronze
1286,2415.24,51 days 00:00:00.000000000,7,2,3,2,232,Silver
1287,5456.97,67 days 00:00:00.000000000,7,2,3,4,234,Silver
1288,1524.5800000000002,22 days 00:00:00.000000000,4,3,1,0,310,Silver
1290,7616.04,44 days 00:00:00.000000000,9,3,4,4,344,Gold
1291,5147.26,16 days 00:00:00.000000000,7,4,3,4,434,Platinum
1293,4736.69,239 days 00:00:00.000000000,5,1,2,4,124,Bronze
1295,1882.9,29 days 00:00:00.000000000,6,3,3,2,332,Gold
1296,2793.27,130 days 00:00:00.000000000,4,1,1,2,112,Bronze
1297,2424.53,2 days 00:00:00.000000000,6,4,3,2,432,Platinum
1298,4113.36,141 days 00:00:00.000000000,5,1,2,3,123,Bronze
1299,5957.779999999999,6 days 00:00:00.000000000,7,4,3,4,434,Platinum
1300,6148.62,20 days 00:00:00.000000000,6,3,3,4,334,Gold
1301,2178.71,12 days 00:00:00.000000000,8,4,4,2,442,Platinum
1302,5336.730000000001,29 days 00:00:00.000000000,13,3,4,4,344,Gold
1304,2321.0600000000004,3 days 00:00:00.000000000,6,4,3,2,432,Platinum
1305,2825.0,142 days 00:00:00.000000000,5,1,2,3,123,Bronze
1306,4077.1899999999996,136 days 00:00:00.000000000,5,1,2,3,123,Bronze
1307,4526.73,90 days 00:00:00.000000000,9,1,4,4,144,Bronze
1308,4757.959999999999,15 days 00:00:00.000000000,5,4,2,4,424,Platinum
1309,1400.32,82 days 00:00:00.000000000,4,2,1,0,210,Bronze
1310,2289.2700000000004,20 days 00:00:00.000000000,5,3,2,2,322,Gold
1311,2188.45,47 days 00:00:00.000000000,3,2,1,2,212,Silver
1312,1292.6000000000001,26 days 00:00:00.000000000,4,3,1,0,310,Silver
1313,4753.51,7 days 00:00:00.000000000,7,4,3,4,434,Platinum
1314,2894.17,27 days 00:00:00.000000000,5,3,2,3,323,Gold
1316,2152.88,32 days 00:00:00.000000000,5,3,2,2,322,Gold
1317,7024.71,10 days 00:00:00.000000000,9,4,4,4,444,Platinum
1318,3500.7400000000007,7 days 00:00:00.000000000,7,4,3,3,433,Platinum
1321,2398.25,103 days 00:00:00.000000000,7,1,3,2,132,Bronze
1322,4008.84,63 days 00:00:00.000000000,4,2,1,3,213,Silver
1323,1695.3799999999997,53 days 00:00:00.000000000,7,2,3,0,230,Silver
1324,2443.26,74 days 00:00:00.000000000,7,2,3,2,232,Silver
